state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage,all_pediatric_inpatient_bed_occupied,all_pediatric_inpatient_bed_occupied_coverage,all_pediatric_inpatient_beds,all_pediatric_inpatient_beds_coverage,previous_day_admission_pediatric_covid_confirmed_0_4,previous_day_admission_pediatric_covid_confirmed_0_4_coverage,previous_day_admission_pediatric_covid_confirmed_12_17,previous_day_admission_pediatric_covid_confirmed_12_17_coverage, previous_day_admission_pediatric_covid_confirmed_5_11,previous_day_admission_pediatric_covid_confirmed_5_11_coverage,previous_day_admission_pediatric_covid_confirmed_unknown,previous_day_admission_pediatric_covid_confirmed_unknown_coverage,staffed_icu_pediatric_patients_confirmed_covid,staffed_icu_pediatric_patients_confirmed_covid_coverage,staffed_pediatric_icu_bed_occupancy,staffed_pediatric_icu_bed_occupancy_coverage,total_staffed_pediatric_icu_beds,total_staffed_pediatric_icu_beds_coverage,Demo | State Geographic Boundaries
ID,0,8,36,2,38,4,3,44,2708,44,1915,44,96,44,17,44,4,44,2,44,3,44,173,44,9,44,9,44,92,44,92,44,4,44,4,44,234,44,0.707163958641064,44,1915,2708,0.050130548302872,44,96,1915,0.035450516986706,44,96,2708,0.038461538461538,44,9,234,0.739316239316239,44,173,234,2023/03/04,,0,44,1,38,0,38,0,38,4,38,1,38,2,38,9,39,0,44,2,44,0,38,0,38,0,38,0,38,1,38,0,38,1,38,0,44,1,30,329,40,226,0,0,0,0,44,1,44,0,11,0,11,2,40,21,44,74,44,52,44,1,44,1,38,0,38,0,44,1,44,13,44,9,44,
SC,17,7,36,21,28,11,9,60,9146,60,7068,60,384,60,31,60,37,60,0,60,1,60,779,60,52,60,16,60,376,60,189,60,8,60,4,60,1161,60,0.77279685108244,60,7068,9146,0.054329371816638,60,384,7068,0.041985567461185,60,384,9146,0.044788975021533,60,52,1161,0.670973298880276,60,779,1161,2023/03/04,,0,59,2,54,1,54,1,54,3,54,3,54,8,55,11,54,2,55,0,58,0,54,3,54,3,55,7,55,6,55,14,56,4,55,0,55,0,33,572,1595,706,0,0,0,5,60,3,60,0,32,0,32,18,2,32,60,179,60,290,60,0,60,0,54,0,54,0,55,1,60,40,60,54,60,
AR,1,13,58,9,58,5,5,72,6820,72,4853,72,167,72,12,72,40,72,2,72,9,72,598,72,35,72,17,72,162,72,111,72,5,72,5,72,715,72,0.71158357771261,72,4853,6820,0.034411704100556,72,167,4853,0.024486803519062,72,167,6820,0.048951048951049,72,35,715,0.836363636363636,72,598,715,2023/03/04,,1,71,0,67,3,67,0,67,1,67,4,68,2,67,1,67,0,72,0,72,2,67,4,67,3,67,6,67,10,67,11,67,4,67,0,72,0,14,37,0,1,0,0,0,2,72,5,72,0,13,0,13,9,0,13,72,287,72,435,72,0,72,0,67,2,68,0,72,3,72,54,72,85,72,
NM,0,1,43,17,26,1,1,43,3541,43,2623,43,103,43,13,44,7,44,0,43,5,43,315,43,11,43,9,43,97,43,89,43,6,43,2,43,368,43,0.740751200225925,43,2623,3541,0.039268013724743,43,103,2623,0.029087828297091,43,103,3541,0.029891304347826,43,11,368,0.855978260869565,43,315,368,2023/03/04,,0,43,1,40,2,40,1,40,3,40,2,40,0,40,4,40,0,43,0,43,1,40,1,40,0,40,0,40,1,40,2,40,2,40,0,43,0,36,0,,0,0,,0,0,43,1,43,,0,,0,12,,0,43,146,43,170,43,0,43,0,41,0,40,0,43,2,43,25,43,13,43,
NY,2,32,123,2,126,29,146,157,39712,157,31834,157,1750,157,176,157,143,157,2,157,6,157,2821,157,193,157,142,157,1703,157,1445,157,47,157,21,157,3825,157,0.801621676067687,157,31834,39712,0.054972670729409,157,1750,31834,0.044067284448026,157,1750,39712,0.050457516339869,157,193,3825,0.737516339869281,157,2821,3825,2023/03/04,,1,151,10,145,7,144,11,145,21,146,29,146,39,145,56,148,2,157,1,157,8,145,19,145,17,144,12,143,20,142,27,143,29,143,10,157,7,39,1802,234,857,0,0,0,3,157,7,157,0,30,0,30,41,1,31,157,1428,157,2144,157,1,157,1,144,0,145,0,157,2,157,234,157,406,157,
UT,0,5,43,1,39,8,1,48,5615,48,3421,48,127,48,23,48,3,48,5,48,0,48,355,48,23,48,23,48,110,48,104,48,17,48,16,48,507,48,0.609260908281389,48,3421,5615,0.037123648056124,48,127,3421,0.022617987533393,48,127,5615,0.045364891518738,48,23,507,0.700197238658777,48,355,507,2023/03/04,,0,48,4,48,0,48,2,48,2,48,2,48,9,48,4,48,0,48,0,48,0,48,1,48,0,48,0,48,0,48,2,48,0,48,0,48,0,13,0,0,0,0,0,0,0,48,1,48,0,13,0,13,6,0,13,48,303,48,369,48,2,48,1,48,2,48,0,48,1,48,36,48,51,48,
KY,1,11,84,14,62,20,26,96,11222,96,8397,96,351,96,34,96,76,96,1,96,10,96,970,96,45,96,37,96,330,96,267,96,21,96,5,96,1281,96,0.748262341828551,96,8397,11222,0.041800643086817,96,351,8397,0.031277847086081,96,351,11222,0.035128805620609,96,45,1281,0.757220921155347,96,970,1281,2023/03/04,,1,92,0,77,1,77,1,76,2,77,5,78,13,79,10,77,1,96,0,93,2,77,5,78,8,67,8,80,18,80,15,80,20,80,0,96,0,20,36,24,64,0,0,0,2,96,5,96,0,18,0,18,19,2,18,96,240,96,352,96,0,96,1,76,0,76,0,96,1,96,47,96,82,96,
MI,29,118,3,29,120,1,33,150,20529,150,16622,150,725,150,107,150,19,150,6,150,0,150,1801,150,93,150,88,150,706,150,619,150,19,150,14,150,2312,150,0.809683861853963,150,16622,20529,0.043616893273974,150,725,16622,0.035315894588144,150,725,20529,0.04022491349481,150,93,2312,0.778979238754325,150,1801,2312,2023/03/04,,1,150,1,149,2,149,6,149,7,149,22,149,30,149,36,149,2,150,0,150,1,149,3,149,2,149,3,149,4,149,0,149,5,149,1,150,6,148,36,62,0,0,0,0,2,150,5,150,0,28,0,28,26,0,28,150,632,150,860,150,3,150,2,149,0,149,1,150,3,150,134,150,178,150,
TX,1,13,435,2,21,426,106,449,57958,449,45170,449,1888,449,240,449,227,449,18,449,38,449,5382,449,306,449,243,449,1802,449,1467,449,86,449,54,449,6173,449,0.779357465751061,449,45170,57958,0.041797653309719,449,1888,45170,0.032575313157804,449,1888,57958,0.04957071116151,449,306,6173,0.871861331605378,449,5382,6173,2023/03/04,,1,449,7,449,10,449,11,449,28,449,44,449,71,449,63,449,5,449,1,449,14,449,24,449,22,449,26,449,51,448,45,449,43,449,1,449,1,51,0,2,0,0,0,0,19,449,22,449,0,46,0,46,97,6,46,449,3118,449,3674,449,7,449,7,449,4,449,0,449,19,449,616,449,745,449,
NC,1,93,15,12,88,9,32,109,20243,109,16120,109,1482,109,64,109,170,109,3,109,9,109,1742,109,225,109,88,109,1448,109,632,109,34,109,15,109,2128,109,0.796324655436447,109,16120,20243,0.091935483870968,109,1482,16120,0.073210492515931,109,1482,20243,0.105733082706767,109,225,2128,0.818609022556391,109,1742,2128,2023/03/04,,1,109,1,107,3,107,3,107,11,107,9,107,15,107,21,107,0,109,1,109,14,107,8,107,16,107,24,107,36,107,37,107,34,107,0,109,8,101,0,0,0,0,0,0,2,109,4,109,0,100,0,100,28,6,100,109,651,109,921,109,1,109,1,107,0,107,1,109,0,109,122,109,158,109,
IA,0,16,97,2,69,42,9,113,6834,113,4738,113,155,113,32,113,11,113,3,113,3,113,404,113,10,113,8,113,149,113,140,113,6,113,4,113,539,113,0.693298214808311,113,4738,6834,0.032714225411566,113,155,4738,0.022680714076675,113,155,6834,0.018552875695733,113,10,539,0.749536178107607,113,404,539,2023/03/04,,0,111,0,92,2,93,1,92,1,92,6,92,7,92,13,93,2,113,0,113,3,92,4,92,2,92,0,92,1,92,0,92,1,92,0,113,1,56,347,0,647,0,0,0,1,113,1,113,0,17,0,17,8,0,17,113,202,113,379,113,2,113,1,92,0,92,0,113,0,113,37,113,75,113,
WA,0,22,70,1,37,54,12,92,10440,90,8814,91,500,92,47,92,13,92,5,92,1,92,830,91,41,92,35,92,487,92,409,92,13,92,11,92,1090,90,0.840613026819923,90,8776,10440,0.056727932834128,91,500,8814,0.047892720306513,90,500,10440,0.037614678899083,90,41,1090,0.761467889908257,90,830,1090,2023/03/04,,0,92,0,91,6,91,5,91,4,91,10,91,7,91,15,91,0,92,0,92,1,91,0,91,2,91,2,91,2,91,3,91,3,91,0,92,7,22,3,0,0,44,0,0,2,92,4,92,0,22,0,22,41,0,75,92,423,91,717,90,2,92,2,90,1,91,0,91,1,92,72,91,117,90,
DC,0,0,12,0,11,1,3,12,3263,12,2721,12,99,12,4,12,30,12,1,12,1,12,244,12,8,12,6,12,95,12,76,12,4,12,4,12,299,12,0.833895188476862,12,2721,3263,0.03638368246968,12,99,2721,0.030340177750536,12,99,3263,0.026755852842809,12,8,299,0.816053511705686,12,244,299,2023/03/04,,0,12,0,12,1,12,0,12,0,12,0,12,1,12,2,12,0,12,0,12,0,12,4,12,4,12,7,12,7,12,6,12,2,12,0,12,1,12,67,76,55,0,0,0,3,12,0,12,0,1,0,1,9,0,1,12,300,12,310,12,1,12,0,12,0,12,0,12,3,12,65,12,73,12,
PR,0,1,38,0,6,33,1,39,6536,39,4373,39,82,39,12,39,1,39,1,39,10,39,355,39,6,39,4,39,68,39,56,39,14,39,4,39,482,39,0.66906364749082,39,4373,6536,0.018751429224788,39,82,4373,0.012545899632803,39,82,6536,0.012448132780083,39,6,482,0.736514522821577,39,355,482,2023/03/04,,0,39,0,39,1,39,0,39,2,39,1,39,5,39,2,39,1,39,0,39,0,39,0,39,0,39,1,39,0,39,0,39,0,39,0,39,1,3,,,,,,,0,39,4,39,0,2,0,2,14,0,2,39,429,39,870,39,0,39,0,39,0,39,1,39,0,39,35,39,82,39,
AZ,0,15,63,3,49,26,5,78,13578,78,10839,78,602,78,56,78,137,78,6,78,5,77,1000,78,54,78,33,78,565,78,300,78,37,78,13,78,1492,78,0.798276623950508,78,10839,13578,0.055540178983301,78,602,10839,0.044336426572397,78,602,13578,0.036193029490617,78,54,1492,0.670241286863271,78,1000,1492,2023/03/04,,0,77,0,73,4,73,0,73,4,73,10,73,20,73,18,73,0,77,0,77,9,73,12,73,13,73,21,73,22,73,29,73,31,73,0,77,0,15,0,0,0,0,0,0,7,78,5,78,0,15,0,15,35,2,15,78,711,78,822,78,3,78,1,74,2,74,0,78,7,78,204,78,246,78,
OH,1,35,146,8,48,126,25,182,25996,182,20840,182,1008,182,138,182,37,182,7,182,42,182,2613,182,119,182,102,182,893,182,741,182,115,182,27,182,3562,182,0.801661794122173,182,20840,25996,0.048368522072937,182,1008,20840,0.038775196184028,182,1008,25996,0.033408197641774,182,119,3562,0.733576642335766,182,2613,3562,2023/03/04,,2,182,4,182,8,182,6,182,12,182,30,182,32,182,44,182,0,182,0,182,0,182,4,182,2,182,7,182,6,182,5,182,11,182,2,182,0,35,677,0,427,0,0,0,2,182,5,182,0,36,0,36,31,0,36,182,1428,182,1984,182,5,182,2,182,0,182,0,182,3,182,383,182,563,182,
VT,2,0,11,4,9,0,3,13,1115,13,828,13,32,13,3,13,3,13,0,13,0,13,77,13,8,13,8,13,31,13,30,13,1,13,1,13,92,13,0.742600896860986,13,828,1115,0.038647342995169,13,32,828,0.028699551569507,13,32,1115,0.08695652173913,13,8,92,0.83695652173913,13,77,92,2023/03/04,,0,13,0,10,0,10,0,10,0,10,0,10,2,9,1,10,0,13,0,13,0,10,0,10,0,10,1,9,0,10,1,10,1,10,0,13,0,2,11,0,0,0,0,0,0,13,1,13,0,1,0,1,1,0,2,13,17,13,48,13,0,13,0,10,0,10,0,13,0,13,2,13,4,13,
LA,1,25,113,11,113,15,2,139,12180,139,8233,139,246,139,48,139,12,139,1,139,0,139,1089,139,40,139,35,139,240,139,226,139,6,139,5,139,1439,139,0.675944170771757,139,8233,12180,0.029879752216689,139,246,8233,0.020197044334975,139,246,12180,0.027797081306463,139,40,1439,0.75677553856845,139,1089,1439,2023/03/04,,0,139,0,137,4,137,3,137,7,137,6,137,17,137,11,136,0,138,0,139,1,137,2,137,0,137,2,137,4,137,1,137,1,137,1,138,0,33,1627,31,407,0,0,0,3,139,3,139,0,28,0,28,13,0,28,139,414,139,711,139,1,139,0,137,0,137,0,139,2,139,131,139,235,139,
WI,15,86,33,16,90,28,9,134,11250,134,8193,134,395,134,65,134,45,134,5,134,5,134,832,134,42,134,37,134,384,134,357,134,11,134,4,134,1186,134,0.728266666666667,134,8193,11250,0.048211888197242,134,395,8193,0.035111111111111,134,395,11250,0.035413153456998,134,42,1186,0.701517706576728,134,832,1186,2023/03/04,,0,134,6,134,5,134,1,134,9,134,15,134,11,134,17,134,1,134,1,134,1,134,3,134,0,134,15,134,5,134,12,134,7,134,1,134,0,16,0,0,0,0,0,0,1,134,4,134,0,14,0,14,8,0,14,134,365,134,530,134,0,134,3,134,0,134,2,134,1,134,92,134,111,134,
KS,5,12,80,11,78,8,3,97,5499,97,3631,97,123,97,10,97,11,97,1,97,1,97,405,97,19,97,19,97,119,97,109,97,4,97,2,97,528,97,0.66030187306783,97,3631,5499,0.033874965574222,97,123,3631,0.022367703218767,97,123,5499,0.035984848484848,97,19,528,0.767045454545455,97,405,528,2023/03/04,,0,96,0,85,0,85,0,85,1,85,1,86,2,85,6,86,0,97,0,96,0,85,1,86,3,86,0,85,2,85,2,84,3,86,0,97,1,21,212,119,158,0,0,0,2,97,2,97,0,21,0,21,8,0,21,97,131,97,193,97,1,97,0,85,0,85,0,97,0,97,34,97,41,97,
NJ,2,8,64,6,61,7,10,74,21309,74,14624,74,841,74,81,74,49,74,3,74,3,74,1231,74,103,74,93,74,823,74,792,74,18,74,9,74,2746,74,0.686282791308837,74,14624,21309,0.057508205689278,74,841,14624,0.0394668919236,74,841,21309,0.037509104151493,74,103,2746,0.448288419519301,74,1231,2746,2023/03/04,,1,74,3,74,5,74,6,74,6,74,9,74,22,74,29,74,0,74,0,74,2,74,5,74,7,74,5,74,11,74,14,74,5,74,0,74,0,9,144,0,0,3,0,0,7,74,4,74,0,9,0,9,31,0,9,74,469,74,786,74,1,74,1,74,0,74,1,74,2,74,83,74,123,74,
HI,0,4,16,0,16,4,2,20,1800,20,1350,20,36,20,4,20,7,20,4,20,0,20,100,20,4,20,4,20,33,20,29,20,3,20,1,20,140,20,0.75,20,1350,1800,0.026666666666667,20,36,1350,0.02,20,36,1800,0.028571428571429,20,4,140,0.714285714285714,20,100,140,2023/03/04,,0,20,0,18,0,18,0,18,0,18,0,18,0,18,1,18,3,20,0,20,0,18,0,18,1,18,3,18,0,18,2,18,1,18,0,20,0,8,109,0,0,0,0,15,2,20,1,20,0,8,0,8,5,0,8,20,49,20,89,20,1,20,1,18,2,18,0,20,0,20,9,20,27,20,
TN,2,28,75,22,20,63,4,105,17638,105,12962,105,424,105,42,105,22,105,1,105,1,105,1530,104,58,105,50,105,418,105,372,105,6,105,6,105,2325,105,0.734890577162944,105,12962,17638,0.032711001388675,105,424,12962,0.024039006690101,105,424,17638,0.02494623655914,105,58,2325,0.659767141009056,104,1530,2319,2023/03/04,,0,105,0,105,2,105,0,105,4,105,11,105,15,105,8,105,2,105,0,105,1,105,2,105,1,105,1,105,5,105,9,105,3,105,0,105,4,30,0,0,0,0,0,0,6,105,8,105,0,29,0,29,41,0,29,105,636,105,931,105,1,105,0,105,0,105,0,105,1,105,111,105,159,105,
RI,0,0,12,1,9,2,5,12,2038,12,1812,12,55,12,7,12,4,12,1,12,2,12,124,12,5,12,4,12,51,12,47,12,4,12,1,12,153,12,0.889106967615309,12,1812,2038,0.030353200883002,12,55,1812,0.026987242394504,12,55,2038,0.032679738562092,12,5,153,0.810457516339869,12,124,153,2023/03/04,,0,12,1,12,0,12,0,12,1,12,3,11,0,12,2,12,0,12,0,12,0,12,0,12,1,12,2,12,0,12,0,12,1,12,0,12,,0,0,,0,0,,0,0,12,0,12,,0,,0,3,,0,12,191,12,210,12,0,12,1,12,0,12,0,12,0,12,60,12,64,12,
MT,4,39,15,5,50,3,2,58,2506,58,1602,58,58,58,16,58,8,58,0,58,0,58,115,58,7,58,7,58,57,58,55,58,1,58,1,58,212,58,0.63926576217079,58,1602,2506,0.036204744069913,58,58,1602,0.023144453312051,58,58,2506,0.033018867924528,58,7,212,0.542452830188679,58,115,212,2023/03/04,,0,58,0,55,1,54,1,54,1,54,4,54,4,54,5,54,0,58,0,58,0,55,1,54,1,54,1,54,2,54,2,54,1,54,0,58,1,48,0,0,0,0,0,0,1,58,1,58,0,4,0,4,3,0,4,58,47,58,96,58,0,58,0,54,0,55,0,58,0,58,6,58,30,58,
MN,0,1,126,8,78,41,27,127,9252,127,7689,127,445,127,44,127,14,127,4,127,1,127,613,127,45,127,34,127,429,127,356,127,16,127,14,127,831,127,0.8310635538262,127,7689,9252,0.057874886201066,127,445,7689,0.048097708603545,127,445,9252,0.054151624548736,127,45,831,0.737665463297232,127,613,831,2023/03/04,,0,127,4,127,2,127,0,127,9,127,4,127,12,127,13,127,0,127,0,127,4,127,0,127,2,127,1,127,2,127,2,127,3,127,0,127,0,1,522,0,176,0,0,0,0,127,1,127,0,1,0,1,6,0,1,127,480,127,609,127,3,127,1,127,0,127,0,127,5,127,99,127,123,127,
DE,1,1,6,4,3,1,5,8,2369,8,1955,8,167,8,12,8,18,8,1,8,17,8,122,8,6,8,6,8,139,8,68,8,28,8,8,8,175,8,0.825242718446602,8,1955,2369,0.08542199488491,8,167,1955,0.070493879273955,8,167,2369,0.034285714285714,8,6,175,0.697142857142857,8,122,175,2023/03/04,,0,8,0,8,2,8,0,8,0,8,3,8,2,8,5,8,0,8,1,8,0,8,0,8,0,8,0,8,3,8,7,8,7,8,0,8,0,3,127,0,0,0,0,0,1,8,0,8,0,3,0,3,1,0,3,8,161,8,213,8,0,8,1,8,0,8,0,8,1,8,31,8,44,8,
OK,0,12,103,8,91,16,1,115,7646,115,5404,115,176,115,22,115,18,115,1,115,1,115,628,115,42,115,40,115,152,115,138,115,24,115,24,115,779,115,0.706774784200889,115,5404,7646,0.032568467801628,115,176,5404,0.02301857180225,115,176,7646,0.053915275994865,115,42,779,0.806161745827985,115,628,779,2023/03/04,,0,114,0,108,1,108,0,108,2,109,7,108,5,108,7,108,0,115,0,114,0,108,1,109,1,108,0,108,7,109,5,109,4,108,0,115,0,22,0,0,0,0,0,0,1,115,5,115,0,16,0,16,12,0,16,115,310,115,418,115,1,115,0,107,0,108,1,105,1,115,58,115,91,115,
NH,3,1,22,3,4,19,3,26,2280,26,1851,26,75,26,15,26,13,26,0,26,0,26,188,26,13,26,11,26,75,26,70,26,0,26,0,26,223,26,0.811842105263158,26,1851,2280,0.040518638573744,26,75,1851,0.032894736842105,26,75,2280,0.058295964125561,26,13,223,0.84304932735426,26,188,223,2023/03/04,,0,26,1,26,1,26,1,26,2,26,3,26,2,26,5,26,0,26,0,26,1,26,0,26,0,26,3,26,2,26,1,26,6,26,0,26,0,7,276,0,0,0,0,0,1,26,1,26,0,7,0,7,1,0,7,26,20,26,51,26,0,26,0,26,0,26,0,26,0,26,0,26,0,26,
WV,0,3,47,21,29,0,2,50,4848,50,3938,50,188,50,18,50,18,50,0,50,0,50,447,50,27,50,25,50,184,50,170,50,4,50,4,50,557,50,0.812293729372937,50,3938,4848,0.047739969527679,50,188,3938,0.038778877887789,50,188,4848,0.048473967684022,50,27,557,0.802513464991023,50,447,557,2023/03/04,,0,50,0,50,0,50,2,50,1,50,4,50,8,50,3,50,0,50,0,50,1,50,1,50,1,50,3,50,5,50,7,50,0,50,0,50,0,3,0,0,0,0,0,0,1,50,1,50,0,3,0,3,5,0,3,50,214,50,304,50,0,50,0,50,0,50,0,3,3,50,38,50,47,50,
MA,0,0,72,11,61,0,27,72,15706,72,13551,72,477,72,67,72,84,72,1,72,4,72,998,72,55,72,51,72,464,72,408,72,13,72,10,72,1225,72,0.862791289952884,72,13551,15706,0.035200354217401,72,477,13551,0.03037055902203,72,477,15706,0.044897959183673,72,55,1225,0.81469387755102,72,998,1225,2023/03/04,,0,72,2,72,4,72,2,72,6,72,10,72,18,72,25,72,0,72,0,72,2,72,3,72,2,72,3,72,27,72,22,72,25,72,0,72,0,72,0,,0,0,,0,4,72,3,72,0,11,0,11,19,0,11,72,729,72,1021,72,0,72,1,72,0,72,0,72,2,72,117,72,143,72,
CA,7,60,275,86,203,53,136,342,59308,342,47209,342,2869,342,393,342,272,342,6,341,5,341,4779,342,340,342,288,342,2789,342,2334,342,80,342,62,342,6368,342,0.795997167329871,342,47209,59308,0.060772310364549,342,2869,47209,0.048374586902273,342,2869,59308,0.053391959798995,342,340,6368,0.750471105527638,342,4779,6368,2023/03/04,,0,341,15,339,57,338,26,338,59,337,64,338,67,338,104,338,7,341,2,341,9,339,26,337,22,338,39,338,49,338,54,338,71,338,0,329,7,78,722,175,24,0,0,0,9,341,10,341,0,54,11,288,85,9,288,341,2501,342,3578,342,3,341,2,338,0,339,1,341,19,342,672,342,947,342,
IN,7,97,19,7,102,14,1,123,14020,123,10043,123,389,123,65,123,51,123,2,123,13,123,1311,123,51,123,43,123,375,123,319,123,14,123,4,123,1877,123,0.716333808844508,123,10043,14020,0.03873344618142,123,389,10043,0.02774607703281,123,389,14020,0.027171017581247,123,51,1877,0.698454981353223,123,1311,1877,2023/03/04,,1,122,1,119,5,119,1,119,5,119,9,119,19,119,23,120,1,123,0,121,3,120,3,120,8,119,3,119,8,120,16,120,10,120,0,123,1,102,302,559,619,0,0,0,3,123,4,123,0,102,0,102,16,0,102,123,396,123,802,123,0,123,0,119,0,119,2,123,1,123,84,123,201,123,
